dataset,split,id,hard_label,soft_label_0,soft_label_1,annotator,annotator_label,num_annotations
ArMIS,train,12,1,0.0,1.0,Ann2,1,3
ArMIS,train,12,1,0.0,1.0,Ann3,1,3
ArMIS,train,13,1,0.33,0.67,Ann1,0,3
ArMIS,train,13,1,0.33,0.67,Ann2,1,3
ArMIS,train,13,1,0.33,0.67,Ann3,1,3
ArMIS,train,14,1,0.33,0.67,Ann1,1,3
ArMIS,train,14,1,0.33,0.67,Ann2,0,3
ArMIS,train,14,1,0.33,0.67,Ann3,1,3
ArMIS,train,15,0,1.0,0.0,Ann1,0,3
ArMIS,train,15,0,1.0,0.0,Ann2,0,3
ArMIS,train,15,0,1.0,0.0,Ann3,0,3
ArMIS,train,16,0,0.67,0.33,Ann1,0,3
ArMIS,train,16,0,0.67,0.33,Ann2,0,3
ArMIS,train,16,0,0.67,0.33,Ann3,1,3
ArMIS,train,17,1,0.33,0.67,Ann1,1,3
ArMIS,train,17,1,0.33,0.67,Ann2,0,3
ArMIS,train,17,1,0.33,0.67,Ann3,1,3
ArMIS,train,18,0,1.0,0.0,Ann1,0,3
ArMIS,train,18,0,1.0,0.0,Ann2,0,3
ArMIS,train,18,0,1.0,0.0,Ann3,0,3
ArMIS,train,19,0,1.0,0.0,Ann1,0,3
ArMIS,train,19,0,1.0,0.0,Ann2,0,3
ArMIS,train,19,0,1.0,0.0,Ann3,0,3
ArMIS,train,20,0,1.0,0.0,Ann1,0,3
ArMIS,train,20,0,1.0,0.0,Ann2,0,3
ArMIS,train,20,0,1.0,0.0,Ann3,0,3
ArMIS,train,21,1,0.33,0.67,Ann1,1,3
ArMIS,train,21,1,0.33,0.67,Ann2,0,3
ArMIS,train,21,1,0.33,0.67,Ann3,1,3
ArMIS,train,22,1,0.0,1.0,Ann1,1,3
ArMIS,train,22,1,0.0,1.0,Ann2,1,3
ArMIS,train,22,1,0.0,1.0,Ann3,1,3
ArMIS,train,23,1,0.0,1.0,Ann1,1,3
ArMIS,train,23,1,0.0,1.0,Ann2,1,3
ArMIS,train,23,1,0.0,1.0,Ann3,1,3
ArMIS,train,24,0,1.0,0.0,Ann1,0,3
ArMIS,train,24,0,1.0,0.0,Ann2,0,3
ArMIS,train,24,0,1.0,0.0,Ann3,0,3
ArMIS,train,25,1,0.33,0.67,Ann1,1,3
ArMIS,train,25,1,0.33,0.67,Ann2,0,3
ArMIS,train,25,1,0.33,0.67,Ann3,1,3
ArMIS,train,26,0,0.67,0.33,Ann1,1,3
ArMIS,train,26,0,0.67,0.33,Ann2,0,3
ArMIS,train,26,0,0.67,0.33,Ann3,0,3
ArMIS,train,27,0,1.0,0.0,Ann1,0,3
ArMIS,train,27,0,1.0,0.0,Ann2,0,3
ArMIS,train,27,0,1.0,0.0,Ann3,0,3
ArMIS,train,28,0,1.0,0.0,Ann1,0,3
ArMIS,train,28,0,1.0,0.0,Ann2,0,3
ArMIS,train,28,0,1.0,0.0,Ann3,0,3
ArMIS,train,29,1,0.33,0.67,Ann1,1,3
ArMIS,train,29,1,0.33,0.67,Ann2,1,3
ArMIS,train,29,1,0.33,0.67,Ann3,0,3
ArMIS,train,30,0,1.0,0.0,Ann1,0,3
ArMIS,train,30,0,1.0,0.0,Ann2,0,3
ArMIS,train,30,0,1.0,0.0,Ann3,0,3
ArMIS,train,31,0,0.67,0.33,Ann1,1,3
ArMIS,train,31,0,0.67,0.33,Ann2,0,3
ArMIS,train,31,0,0.67,0.33,Ann3,0,3
ArMIS,train,32,1,0.0,1.0,Ann1,1,3
ArMIS,train,32,1,0.0,1.0,Ann2,1,3
ArMIS,train,32,1,0.0,1.0,Ann3,1,3
ArMIS,train,33,1,0.0,1.0,Ann1,1,3
ArMIS,train,33,1,0.0,1.0,Ann2,1,3
ArMIS,train,33,1,0.0,1.0,Ann3,1,3
ArMIS,train,34,0,1.0,0.0,Ann1,0,3
ArMIS,train,34,0,1.0,0.0,Ann2,0,3
ArMIS,train,34,0,1.0,0.0,Ann3,0,3
ArMIS,train,35,1,0.0,1.0,Ann1,1,3
ArMIS,train,35,1,0.0,1.0,Ann2,1,3
ArMIS,train,35,1,0.0,1.0,Ann3,1,3
ArMIS,train,36,0,1.0,0.0,Ann1,0,3
ArMIS,train,36,0,1.0,0.0,Ann2,0,3
ArMIS,train,36,0,1.0,0.0,Ann3,0,3
ArMIS,train,37,0,1.0,0.0,Ann1,0,3
ArMIS,train,37,0,1.0,0.0,Ann2,0,3
ArMIS,train,37,0,1.0,0.0,Ann3,0,3
ArMIS,train,38,0,1.0,0.0,Ann1,0,3
ArMIS,train,38,0,1.0,0.0,Ann2,0,3
ArMIS,train,38,0,1.0,0.0,Ann3,0,3
ArMIS,train,39,0,1.0,0.0,Ann1,0,3
ArMIS,train,39,0,1.0,0.0,Ann2,0,3
ArMIS,train,39,0,1.0,0.0,Ann3,0,3
ArMIS,train,40,0,1.0,0.0,Ann1,0,3
ArMIS,train,40,0,1.0,0.0,Ann2,0,3
ArMIS,train,40,0,1.0,0.0,Ann3,0,3
ArMIS,train,41,0,1.0,0.0,Ann1,0,3
ArMIS,train,41,0,1.0,0.0,Ann2,0,3
ArMIS,train,41,0,1.0,0.0,Ann3,0,3
ArMIS,train,42,0,0.67,0.33,Ann1,0,3
ArMIS,train,42,0,0.67,0.33,Ann2,0,3
ArMIS,train,42,0,0.67,0.33,Ann3,1,3
ArMIS,train,43,1,0.0,1.0,Ann1,1,3
ArMIS,train,43,1,0.0,1.0,Ann2,1,3
ArMIS,train,43,1,0.0,1.0,Ann3,1,3
ArMIS,train,44,1,0.0,1.0,Ann1,1,3
ArMIS,train,44,1,0.0,1.0,Ann2,1,3
ArMIS,train,44,1,0.0,1.0,Ann3,1,3
ArMIS,train,45,1,0.33,0.67,Ann1,1,3
ArMIS,train,45,1,0.33,0.67,Ann2,0,3
ArMIS,train,45,1,0.33,0.67,Ann3,1,3
ArMIS,train,46,0,0.67,0.33,Ann1,1,3
ArMIS,train,46,0,0.67,0.33,Ann2,0,3
ArMIS,train,46,0,0.67,0.33,Ann3,0,3
ArMIS,train,47,1,0.0,1.0,Ann1,1,3
ArMIS,train,47,1,0.0,1.0,Ann2,1,3
ArMIS,train,47,1,0.0,1.0,Ann3,1,3
ArMIS,train,48,1,0.0,1.0,Ann1,1,3
ArMIS,train,48,1,0.0,1.0,Ann2,1,3
ArMIS,train,48,1,0.0,1.0,Ann3,1,3
ArMIS,train,49,1,0.0,1.0,Ann1,1,3
ArMIS,train,49,1,0.0,1.0,Ann2,1,3
ArMIS,train,49,1,0.0,1.0,Ann3,1,3
ArMIS,train,50,0,1.0,0.0,Ann1,0,3
ArMIS,train,50,0,1.0,0.0,Ann2,0,3
ArMIS,train,50,0,1.0,0.0,Ann3,0,3
ArMIS,train,51,0,0.67,0.33,Ann1,1,3
ArMIS,train,51,0,0.67,0.33,Ann2,0,3
ArMIS,train,51,0,0.67,0.33,Ann3,0,3
ArMIS,train,52,1,0.0,1.0,Ann1,1,3
ArMIS,train,52,1,0.0,1.0,Ann2,1,3
ArMIS,train,52,1,0.0,1.0,Ann3,1,3
ArMIS,train,53,0,1.0,0.0,Ann1,0,3
ArMIS,train,53,0,1.0,0.0,Ann2,0,3
ArMIS,train,53,0,1.0,0.0,Ann3,0,3
ArMIS,train,54,1,0.0,1.0,Ann1,1,3
ArMIS,train,54,1,0.0,1.0,Ann2,1,3
ArMIS,train,54,1,0.0,1.0,Ann3,1,3
ArMIS,train,55,1,0.0,1.0,Ann1,1,3
ArMIS,train,55,1,0.0,1.0,Ann2,1,3
ArMIS,train,55,1,0.0,1.0,Ann3,1,3
ArMIS,train,56,1,0.0,1.0,Ann1,1,3
ArMIS,train,56,1,0.0,1.0,Ann2,1,3
ArMIS,train,56,1,0.0,1.0,Ann3,1,3
ArMIS,train,57,0,0.67,0.33,Ann1,0,3
ArMIS,train,57,0,0.67,0.33,Ann2,0,3
ArMIS,train,57,0,0.67,0.33,Ann3,1,3
ArMIS,train,58,0,0.67,0.33,Ann1,0,3
ArMIS,train,58,0,0.67,0.33,Ann2,0,3
ArMIS,train,58,0,0.67,0.33,Ann3,1,3
ArMIS,train,59,0,1.0,0.0,Ann1,0,3
ArMIS,train,59,0,1.0,0.0,Ann2,0,3
ArMIS,train,59,0,1.0,0.0,Ann3,0,3
ArMIS,train,60,0,1.0,0.0,Ann1,0,3
ArMIS,train,60,0,1.0,0.0,Ann2,0,3
ArMIS,train,60,0,1.0,0.0,Ann3,0,3
ArMIS,train,61,0,0.67,0.33,Ann1,1,3
ArMIS,train,61,0,0.67,0.33,Ann2,0,3
ArMIS,train,61,0,0.67,0.33,Ann3,0,3
ArMIS,train,62,0,1.0,0.0,Ann1,0,3
ArMIS,train,62,0,1.0,0.0,Ann2,0,3
ArMIS,train,62,0,1.0,0.0,Ann3,0,3
ArMIS,train,63,0,1.0,0.0,Ann1,0,3
ArMIS,train,63,0,1.0,0.0,Ann2,0,3
ArMIS,train,63,0,1.0,0.0,Ann3,0,3
ArMIS,train,64,0,1.0,0.0,Ann1,0,3
ArMIS,train,64,0,1.0,0.0,Ann2,0,3
ArMIS,train,64,0,1.0,0.0,Ann3,0,3
ArMIS,train,65,0,0.67,0.33,Ann1,1,3
ArMIS,train,65,0,0.67,0.33,Ann2,0,3
ArMIS,train,65,0,0.67,0.33,Ann3,0,3
ArMIS,train,66,0,0.67,0.33,Ann1,1,3
ArMIS,train,66,0,0.67,0.33,Ann2,0,3
ArMIS,train,66,0,0.67,0.33,Ann3,0,3
ArMIS,train,67,1,0.0,1.0,Ann1,1,3
ArMIS,train,67,1,0.0,1.0,Ann2,1,3
ArMIS,train,67,1,0.0,1.0,Ann3,1,3
ArMIS,train,68,1,0.0,1.0,Ann1,1,3
ArMIS,train,68,1,0.0,1.0,Ann2,1,3
ArMIS,train,68,1,0.0,1.0,Ann3,1,3
ArMIS,train,69,1,0.33,0.67,Ann1,0,3
ArMIS,train,69,1,0.33,0.67,Ann2,1,3
ArMIS,train,69,1,0.33,0.67,Ann3,1,3
ArMIS,train,70,0,1.0,0.0,Ann1,0,3
ArMIS,train,70,0,1.0,0.0,Ann2,0,3
ArMIS,train,70,0,1.0,0.0,Ann3,0,3
ArMIS,train,71,0,1.0,0.0,Ann1,0,3
ArMIS,train,71,0,1.0,0.0,Ann2,0,3
ArMIS,train,71,0,1.0,0.0,Ann3,0,3
ArMIS,train,72,0,0.67,0.33,Ann1,0,3
ArMIS,train,72,0,0.67,0.33,Ann2,0,3
ArMIS,train,72,0,0.67,0.33,Ann3,1,3
ArMIS,train,73,1,0.0,1.0,Ann1,1,3
ArMIS,train,73,1,0.0,1.0,Ann2,1,3
ArMIS,train,73,1,0.0,1.0,Ann3,1,3
ArMIS,train,74,1,0.33,0.67,Ann1,1,3
ArMIS,train,74,1,0.33,0.67,Ann2,1,3
ArMIS,train,74,1,0.33,0.67,Ann3,0,3
ArMIS,train,75,0,1.0,0.0,Ann1,0,3
ArMIS,train,75,0,1.0,0.0,Ann2,0,3
ArMIS,train,75,0,1.0,0.0,Ann3,0,3
ArMIS,train,76,0,1.0,0.0,Ann1,0,3
ArMIS,train,76,0,1.0,0.0,Ann2,0,3
ArMIS,train,76,0,1.0,0.0,Ann3,0,3
ArMIS,train,77,0,0.67,0.33,Ann1,0,3
ArMIS,train,77,0,0.67,0.33,Ann2,0,3
ArMIS,train,77,0,0.67,0.33,Ann3,1,3
ArMIS,train,78,0,0.67,0.33,Ann1,0,3
ArMIS,train,78,0,0.67,0.33,Ann2,1,3
ArMIS,train,78,0,0.67,0.33,Ann3,0,3
ArMIS,train,79,1,0.33,0.67,Ann1,1,3
ArMIS,train,79,1,0.33,0.67,Ann2,0,3
ArMIS,train,79,1,0.33,0.67,Ann3,1,3
ArMIS,train,80,1,0.0,1.0,Ann1,1,3
ArMIS,train,80,1,0.0,1.0,Ann2,1,3
ArMIS,train,80,1,0.0,1.0,Ann3,1,3
ArMIS,train,81,0,1.0,0.0,Ann1,0,3
ArMIS,train,81,0,1.0,0.0,Ann2,0,3
ArMIS,train,81,0,1.0,0.0,Ann3,0,3
ArMIS,train,82,1,0.33,0.67,Ann1,1,3
ArMIS,train,82,1,0.33,0.67,Ann2,0,3
ArMIS,train,82,1,0.33,0.67,Ann3,1,3
ArMIS,train,83,1,0.0,1.0,Ann1,1,3
ArMIS,train,83,1,0.0,1.0,Ann2,1,3
ArMIS,train,83,1,0.0,1.0,Ann3,1,3
ArMIS,train,84,1,0.0,1.0,Ann1,1,3
ArMIS,train,84,1,0.0,1.0,Ann2,1,3
ArMIS,train,84,1,0.0,1.0,Ann3,1,3
ArMIS,train,85,1,0.33,0.67,Ann1,1,3
ArMIS,train,85,1,0.33,0.67,Ann2,0,3
ArMIS,train,85,1,0.33,0.67,Ann3,1,3
ArMIS,train,86,1,0.0,1.0,Ann1,1,3
ArMIS,train,86,1,0.0,1.0,Ann2,1,3
ArMIS,train,86,1,0.0,1.0,Ann3,1,3
ArMIS,train,87,0,0.67,0.33,Ann1,0,3
ArMIS,train,87,0,0.67,0.33,Ann2,0,3
ArMIS,train,87,0,0.67,0.33,Ann3,1,3
ArMIS,train,88,0,0.67,0.33,Ann1,0,3
ArMIS,train,88,0,0.67,0.33,Ann2,0,3
ArMIS,train,88,0,0.67,0.33,Ann3,1,3
ArMIS,train,89,0,0.67,0.33,Ann1,0,3
ArMIS,train,89,0,0.67,0.33,Ann2,0,3
ArMIS,train,89,0,0.67,0.33,Ann3,1,3
ArMIS,train,90,1,0.33,0.67,Ann1,0,3
ArMIS,train,90,1,0.33,0.67,Ann2,1,3
ArMIS,train,90,1,0.33,0.67,Ann3,1,3
ArMIS,train,91,0,1.0,0.0,Ann1,0,3
ArMIS,train,91,0,1.0,0.0,Ann2,0,3
ArMIS,train,91,0,1.0,0.0,Ann3,0,3
ArMIS,train,92,1,0.0,1.0,Ann1,1,3
ArMIS,train,92,1,0.0,1.0,Ann2,1,3
ArMIS,train,92,1,0.0,1.0,Ann3,1,3
ArMIS,train,93,1,0.0,1.0,Ann1,1,3
ArMIS,train,93,1,0.0,1.0,Ann2,1,3
ArMIS,train,93,1,0.0,1.0,Ann3,1,3
ArMIS,train,94,0,1.0,0.0,Ann1,0,3
ArMIS,train,94,0,1.0,0.0,Ann2,0,3
ArMIS,train,94,0,1.0,0.0,Ann3,0,3
ArMIS,train,95,1,0.0,1.0,Ann1,1,3
ArMIS,train,95,1,0.0,1.0,Ann2,1,3
ArMIS,train,95,1,0.0,1.0,Ann3,1,3
ArMIS,train,96,1,0.0,1.0,Ann1,1,3
ArMIS,train,96,1,0.0,1.0,Ann2,1,3
ArMIS,train,96,1,0.0,1.0,Ann3,1,3
ArMIS,train,97,1,0.33,0.67,Ann1,0,3
ArMIS,train,97,1,0.33,0.67,Ann2,1,3
ArMIS,train,97,1,0.33,0.67,Ann3,1,3
ArMIS,train,98,0,1.0,0.0,Ann1,0,3
ArMIS,train,98,0,1.0,0.0,Ann2,0,3
ArMIS,train,98,0,1.0,0.0,Ann3,0,3
ArMIS,train,99,0,1.0,0.0,Ann1,0,3
ArMIS,train,99,0,1.0,0.0,Ann2,0,3
ArMIS,train,99,0,1.0,0.0,Ann3,0,3
ArMIS,train,100,0,1.0,0.0,Ann1,0,3
ArMIS,train,100,0,1.0,0.0,Ann2,0,3
ArMIS,train,100,0,1.0,0.0,Ann3,0,3
ArMIS,train,101,0,1.0,0.0,Ann1,0,3
ArMIS,train,101,0,1.0,0.0,Ann2,0,3
ArMIS,train,101,0,1.0,0.0,Ann3,0,3
ArMIS,train,102,0,1.0,0.0,Ann1,0,3
ArMIS,train,102,0,1.0,0.0,Ann2,0,3
ArMIS,train,102,0,1.0,0.0,Ann3,0,3
ArMIS,train,103,0,1.0,0.0,Ann1,0,3
ArMIS,train,103,0,1.0,0.0,Ann2,0,3
ArMIS,train,103,0,1.0,0.0,Ann3,0,3
ArMIS,train,104,1,0.0,1.0,Ann1,1,3
ArMIS,train,104,1,0.0,1.0,Ann2,1,3
ArMIS,train,104,1,0.0,1.0,Ann3,1,3
ArMIS,train,105,1,0.0,1.0,Ann1,1,3
ArMIS,train,105,1,0.0,1.0,Ann2,1,3
ArMIS,train,105,1,0.0,1.0,Ann3,1,3
ArMIS,train,106,0,1.0,0.0,Ann1,0,3
ArMIS,train,106,0,1.0,0.0,Ann2,0,3
ArMIS,train,106,0,1.0,0.0,Ann3,0,3
ArMIS,train,107,0,1.0,0.0,Ann1,0,3
ArMIS,train,107,0,1.0,0.0,Ann2,0,3
ArMIS,train,107,0,1.0,0.0,Ann3,0,3
ArMIS,train,108,1,0.33,0.67,Ann1,1,3
ArMIS,train,108,1,0.33,0.67,Ann2,0,3
ArMIS,train,108,1,0.33,0.67,Ann3,1,3
ArMIS,train,109,1,0.0,1.0,Ann1,1,3
ArMIS,train,109,1,0.0,1.0,Ann2,1,3
ArMIS,train,109,1,0.0,1.0,Ann3,1,3
ArMIS,train,110,0,0.67,0.33,Ann1,0,3
ArMIS,train,110,0,0.67,0.33,Ann2,0,3
ArMIS,train,110,0,0.67,0.33,Ann3,1,3
ArMIS,train,111,0,1.0,0.0,Ann1,0,3
ArMIS,train,111,0,1.0,0.0,Ann2,0,3
ArMIS,train,111,0,1.0,0.0,Ann3,0,3
ArMIS,train,112,1,0.33,0.67,Ann1,1,3
ArMIS,train,112,1,0.33,0.67,Ann2,0,3
ArMIS,train,112,1,0.33,0.67,Ann3,1,3
ArMIS,train,113,1,0.0,1.0,Ann1,1,3
ArMIS,train,113,1,0.0,1.0,Ann2,1,3
ArMIS,train,113,1,0.0,1.0,Ann3,1,3
ArMIS,train,114,1,0.33,0.67,Ann1,1,3
ArMIS,train,114,1,0.33,0.67,Ann2,0,3
ArMIS,train,114,1,0.33,0.67,Ann3,1,3
ArMIS,train,115,0,1.0,0.0,Ann1,0,3
ArMIS,train,115,0,1.0,0.0,Ann2,0,3
ArMIS,train,115,0,1.0,0.0,Ann3,0,3
ArMIS,train,116,0,1.0,0.0,Ann1,0,3
ArMIS,train,116,0,1.0,0.0,Ann2,0,3
ArMIS,train,116,0,1.0,0.0,Ann3,0,3
ArMIS,train,117,0,1.0,0.0,Ann1,0,3
ArMIS,train,117,0,1.0,0.0,Ann2,0,3
ArMIS,train,117,0,1.0,0.0,Ann3,0,3
ArMIS,train,118,0,0.67,0.33,Ann1,0,3
ArMIS,train,118,0,0.67,0.33,Ann2,0,3
ArMIS,train,118,0,0.67,0.33,Ann3,1,3
ArMIS,train,119,0,1.0,0.0,Ann1,0,3
ArMIS,train,119,0,1.0,0.0,Ann2,0,3
ArMIS,train,119,0,1.0,0.0,Ann3,0,3
ArMIS,train,120,0,1.0,0.0,Ann1,0,3
ArMIS,train,120,0,1.0,0.0,Ann2,0,3
ArMIS,train,120,0,1.0,0.0,Ann3,0,3
ArMIS,train,121,0,0.67,0.33,Ann1,0,3
ArMIS,train,121,0,0.67,0.33,Ann2,0,3
ArMIS,train,121,0,0.67,0.33,Ann3,1,3
ArMIS,train,122,0,1.0,0.0,Ann1,0,3
ArMIS,train,122,0,1.0,0.0,Ann2,0,3
ArMIS,train,122,0,1.0,0.0,Ann3,0,3
ArMIS,train,123,0,0.67,0.33,Ann1,0,3
ArMIS,train,123,0,0.67,0.33,Ann2,0,3
ArMIS,train,123,0,0.67,0.33,Ann3,1,3
ArMIS,train,124,1,0.33,0.67,Ann1,1,3
ArMIS,train,124,1,0.33,0.67,Ann2,0,3
ArMIS,train,124,1,0.33,0.67,Ann3,1,3
ArMIS,train,125,0,0.67,0.33,Ann1,0,3
ArMIS,train,125,0,0.67,0.33,Ann2,1,3
ArMIS,train,125,0,0.67,0.33,Ann3,0,3
ArMIS,train,126,0,1.0,0.0,Ann1,0,3
ArMIS,train,126,0,1.0,0.0,Ann2,0,3
ArMIS,train,126,0,1.0,0.0,Ann3,0,3
ArMIS,train,127,1,0.0,1.0,Ann1,1,3
ArMIS,train,127,1,0.0,1.0,Ann2,1,3
ArMIS,train,127,1,0.0,1.0,Ann3,1,3
ArMIS,train,128,0,1.0,0.0,Ann1,0,3
ArMIS,train,128,0,1.0,0.0,Ann2,0,3
ArMIS,train,128,0,1.0,0.0,Ann3,0,3
ArMIS,train,129,0,1.0,0.0,Ann1,0,3
ArMIS,train,129,0,1.0,0.0,Ann2,0,3
ArMIS,train,129,0,1.0,0.0,Ann3,0,3
ArMIS,train,130,0,0.67,0.33,Ann1,0,3
ArMIS,train,130,0,0.67,0.33,Ann2,0,3
ArMIS,train,130,0,0.67,0.33,Ann3,1,3
ArMIS,train,131,1,0.0,1.0,Ann1,1,3
ArMIS,train,131,1,0.0,1.0,Ann2,1,3
ArMIS,train,131,1,0.0,1.0,Ann3,1,3
ArMIS,train,132,0,1.0,0.0,Ann1,0,3
ArMIS,train,132,0,1.0,0.0,Ann2,0,3
ArMIS,train,132,0,1.0,0.0,Ann3,0,3
ArMIS,train,133,1,0.33,0.67,Ann1,1,3
ArMIS,train,133,1,0.33,0.67,Ann2,0,3
ArMIS,train,133,1,0.33,0.67,Ann3,1,3
ArMIS,train,134,0,1.0,0.0,Ann1,0,3
ArMIS,train,134,0,1.0,0.0,Ann2,0,3
ArMIS,train,134,0,1.0,0.0,Ann3,0,3
ArMIS,train,135,1,0.33,0.67,Ann1,1,3
ArMIS,train,135,1,0.33,0.67,Ann2,0,3
ArMIS,train,135,1,0.33,0.67,Ann3,1,3
ArMIS,train,136,0,0.67,0.33,Ann1,0,3
ArMIS,train,136,0,0.67,0.33,Ann2,0,3
ArMIS,train,136,0,0.67,0.33,Ann3,1,3
ArMIS,train,137,0,1.0,0.0,Ann1,0,3
ArMIS,train,137,0,1.0,0.0,Ann2,0,3
ArMIS,train,137,0,1.0,0.0,Ann3,0,3
ArMIS,train,138,1,0.0,1.0,Ann1,1,3
ArMIS,train,138,1,0.0,1.0,Ann2,1,3
ArMIS,train,138,1,0.0,1.0,Ann3,1,3
ArMIS,train,139,0,1.0,0.0,Ann1,0,3
ArMIS,train,139,0,1.0,0.0,Ann2,0,3
ArMIS,train,139,0,1.0,0.0,Ann3,0,3
ArMIS,train,140,0,1.0,0.0,Ann1,0,3
ArMIS,train,140,0,1.0,0.0,Ann2,0,3
ArMIS,train,140,0,1.0,0.0,Ann3,0,3
ArMIS,train,141,0,1.0,0.0,Ann1,0,3
ArMIS,train,141,0,1.0,0.0,Ann2,0,3
ArMIS,train,141,0,1.0,0.0,Ann3,0,3
ArMIS,train,142,0,1.0,0.0,Ann1,0,3
ArMIS,train,142,0,1.0,0.0,Ann2,0,3
ArMIS,train,142,0,1.0,0.0,Ann3,0,3
ArMIS,train,143,0,0.67,0.33,Ann1,1,3
ArMIS,train,143,0,0.67,0.33,Ann2,0,3
ArMIS,train,143,0,0.67,0.33,Ann3,0,3
ArMIS,train,144,1,0.33,0.67,Ann1,1,3
ArMIS,train,144,1,0.33,0.67,Ann2,0,3
ArMIS,train,144,1,0.33,0.67,Ann3,1,3
ArMIS,train,145,1,0.0,1.0,Ann1,1,3
ArMIS,train,145,1,0.0,1.0,Ann2,1,3
ArMIS,train,145,1,0.0,1.0,Ann3,1,3
ArMIS,train,146,0,1.0,0.0,Ann1,0,3
ArMIS,train,146,0,1.0,0.0,Ann2,0,3
ArMIS,train,146,0,1.0,0.0,Ann3,0,3
ArMIS,train,147,0,1.0,0.0,Ann1,0,3
ArMIS,train,147,0,1.0,0.0,Ann2,0,3
ArMIS,train,147,0,1.0,0.0,Ann3,0,3
ArMIS,train,148,1,0.0,1.0,Ann1,1,3
ArMIS,train,148,1,0.0,1.0,Ann2,1,3
ArMIS,train,148,1,0.0,1.0,Ann3,1,3
ArMIS,train,149,1,0.33,0.67,Ann1,1,3
ArMIS,train,149,1,0.33,0.67,Ann2,1,3
ArMIS,train,149,1,0.33,0.67,Ann3,0,3
ArMIS,train,150,0,1.0,0.0,Ann1,0,3
ArMIS,train,150,0,1.0,0.0,Ann2,0,3
ArMIS,train,150,0,1.0,0.0,Ann3,0,3
ArMIS,train,151,0,1.0,0.0,Ann1,0,3
ArMIS,train,151,0,1.0,0.0,Ann2,0,3
ArMIS,train,151,0,1.0,0.0,Ann3,0,3
ArMIS,train,152,0,1.0,0.0,Ann1,0,3
ArMIS,train,152,0,1.0,0.0,Ann2,0,3
ArMIS,train,152,0,1.0,0.0,Ann3,0,3
ArMIS,train,153,0,1.0,0.0,Ann1,0,3
ArMIS,train,153,0,1.0,0.0,Ann2,0,3
ArMIS,train,153,0,1.0,0.0,Ann3,0,3
ArMIS,train,154,0,1.0,0.0,Ann1,0,3
ArMIS,train,154,0,1.0,0.0,Ann2,0,3
ArMIS,train,154,0,1.0,0.0,Ann3,0,3
ArMIS,train,155,1,0.0,1.0,Ann1,1,3
ArMIS,train,155,1,0.0,1.0,Ann2,1,3
ArMIS,train,155,1,0.0,1.0,Ann3,1,3
ArMIS,train,156,1,0.33,0.67,Ann1,1,3
ArMIS,train,156,1,0.33,0.67,Ann2,1,3
ArMIS,train,156,1,0.33,0.67,Ann3,0,3
ArMIS,train,157,0,1.0,0.0,Ann1,0,3
ArMIS,train,157,0,1.0,0.0,Ann2,0,3
ArMIS,train,157,0,1.0,0.0,Ann3,0,3
ArMIS,train,158,0,1.0,0.0,Ann1,0,3
ArMIS,train,158,0,1.0,0.0,Ann2,0,3
ArMIS,train,158,0,1.0,0.0,Ann3,0,3
ArMIS,train,159,0,1.0,0.0,Ann1,0,3
ArMIS,train,159,0,1.0,0.0,Ann2,0,3
ArMIS,train,159,0,1.0,0.0,Ann3,0,3
ArMIS,train,160,0,1.0,0.0,Ann1,0,3
ArMIS,train,160,0,1.0,0.0,Ann2,0,3
